member,phrase,phrase_label,augmentation,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_13_std,rolloff_mean,rolloff_std,rms_mean,rms_std,zcr_mean,centroid_mean
Kevin,approve,"Yes, approve",reverse,-330.00909423828125,177.7095489501953,83.27485656738281,63.7954216003418,26.027698516845703,31.409223556518555,21.8470401763916,20.8620548248291,13.370450019836426,16.248638153076172,12.921453475952148,18.40365219116211,1.6796625852584839,11.368654251098633,5.018774509429932,11.790942192077637,-4.3877973556518555,10.836918830871582,1.489121437072754,7.769619464874268,1.4618864059448242,10.533003807067871,-1.4152805805206299,11.426898002624512,-1.961863398551941,10.136932373046875,4412.711588541667,2195.4737468371795,0.07815691828727722,0.09943237900733948,0.0890842013888889,2040.0794372476528
Kevin,confirm,Confirm transaction,original,-406.33856201171875,130.4136962890625,74.70549774169922,63.59051513671875,28.7944278717041,24.159622192382812,20.108400344848633,18.396484375,11.121866226196289,14.514975547790527,5.860381126403809,20.659547805786133,2.2220730781555176,13.703353881835938,3.0020899772644043,11.376094818115234,2.5028975009918213,11.593156814575195,2.6642653942108154,8.446329116821289,-0.0693909302353859,11.41563892364502,2.627187967300415,10.364519119262695,1.5320866107940674,7.573859214782715,4893.953890413852,2198.476728631224,0.03807317465543747,0.06439810991287231,0.0977882179054054,2302.22355885189
Kevin,confirm,Confirm transaction,pitch_up,-432.8060607910156,136.74569702148438,77.54654693603516,61.20467758178711,28.142866134643555,27.605464935302734,18.15765380859375,18.316205978393555,8.23696231842041,15.807231903076172,1.9888709783554077,20.128637313842773,2.344721555709839,14.647981643676758,2.0514004230499268,15.381895065307617,2.6594834327697754,9.88684368133545,-0.1607411652803421,11.395813941955566,1.2249232530593872,11.241300582885742,0.7995476722717285,8.096901893615723,2.7579915523529053,8.119344711303711,5107.055004222973,2397.7321421997385,0.02740665152668953,0.04379156604409218,0.11216392173423423,2418.830713129616
Kevin,confirm,Confirm transaction,pitch_down,-446.11590576171875,134.8609619140625,86.19239044189453,62.60822296142578,25.003787994384766,21.664949417114258,24.946924209594727,21.863630294799805,9.426515579223633,18.978199005126953,11.400256156921387,22.181455612182617,-2.4115073680877686,15.37572956085205,6.621707916259766,8.609620094299316,-2.90022349357605,14.826300621032715,6.746595859527588,6.933908939361572,-4.7903828620910645,13.237387657165527,5.0212202072143555,11.514278411865234,-3.6417291164398193,13.920740127563477,4401.212125211148,2062.09265112982,0.023974498733878136,0.03648454323410988,0.10040558136261261,2072.761417013361
Kevin,confirm,Confirm transaction,time_stretch_fast,-436.11285400390625,137.225341796875,81.16300964355469,61.626041412353516,28.904865264892578,23.55484390258789,19.484207153320312,18.471450805664062,9.929162979125977,16.209651947021484,4.529789924621582,21.562843322753906,0.816684901714325,14.814112663269043,1.985127329826355,10.028199195861816,1.6439019441604614,11.715493202209473,2.3584797382354736,9.039407730102539,-1.1156494617462158,11.848455429077148,2.224092960357666,10.982723236083984,1.0724761486053467,8.496808052062988,4991.607135275136,2356.8995285547417,0.02514021471142769,0.038009729236364365,0.11201278023097826,2359.692181272727
Kevin,confirm,Confirm transaction,time_stretch_slow,-443.3927307128906,138.53614807128906,81.42298889160156,62.38254165649414,27.998945236206055,24.594749450683594,19.859506607055664,19.29986000061035,10.712007522583008,16.211910247802734,4.832319259643555,21.410415649414062,1.2739156484603882,14.544413566589355,2.0813329219818115,11.902754783630371,1.1214205026626587,12.121145248413086,2.0997250080108643,8.129717826843262,-1.158705472946167,11.701557159423828,2.3353395462036133,10.236498832702637,1.2741847038269043,8.251486778259277,4945.928297776442,2310.918989151061,0.024139434099197388,0.03851936385035515,0.10867638221153846,2340.276879882841
Kevin,confirm,Confirm transaction,add_noise,-332.3869934082031,89.94251251220703,45.12211608886719,60.15132141113281,20.60727882385254,19.23196029663086,14.766788482666016,15.552334785461426,6.986682415008545,12.2433500289917,4.534609317779541,17.5727596282959,1.9066070318222046,12.10445785522461,3.8380043506622314,10.587498664855957,2.1728100776672363,10.34326171875,0.9073550701141357,8.429001808166504,0.223447784781456,10.472501754760742,1.6360033750534058,9.744815826416016,1.8929651975631714,6.427722930908203,7468.335620777027,2786.504638331696,0.03856557607650757,0.06414458155632019,0.2610809051238739,4064.825442189299
Kevin,confirm,Confirm transaction,reverse,-406.1004638671875,130.31475830078125,74.69911193847656,63.565887451171875,28.889509201049805,24.154315948486328,20.2924861907959,18.319223403930664,11.230196952819824,14.41230297088623,5.974394798278809,20.66648292541504,2.2381343841552734,13.701508522033691,2.945434808731079,11.342191696166992,2.5012147426605225,11.64513111114502,2.7239720821380615,8.493619918823242,-0.01834781840443611,11.445271492004395,2.592984676361084,10.31847095489502,1.501960277557373,7.596744060516357,4928.678605363176,2205.1913155497823,0.037892457097768784,0.06450476497411728,0.09747149493243243,2303.606947021614
Justine,approve,"Yes, approve",original,-435.3324279785156,74.82424926757812,104.55227661132812,46.710845947265625,-13.644706726074219,24.616302490234375,14.842249870300293,16.5198974609375,6.961729049682617,12.926559448242188,7.795177936553955,14.95043659210205,-9.258922576904297,15.89888858795166,-1.7506893873214722,10.280810356140137,4.240039825439453,8.17998218536377,4.567254543304443,11.232529640197754,2.9558265209198,9.345247268676758,-4.274693965911865,7.552365779876709,1.8454313278198242,7.673246383666992,3744.9685546875,1893.5818088488097,0.012820828706026077,0.018648304045200348,0.1138046875,1966.3584943680016
Justine,approve,"Yes, approve",pitch_up,-459.3624572753906,76.48570251464844,99.47200012207031,45.958255767822266,-12.453367233276367,24.40135955810547,14.110562324523926,17.788930892944336,6.033341407775879,11.308950424194336,2.0626323223114014,18.05986213684082,-11.356626510620117,16.400341033935547,3.4719293117523193,9.411852836608887,3.8444101810455322,10.322002410888672,3.857389211654663,11.261159896850586,-2.8599908351898193,7.571025371551514,-1.2451096773147583,7.805668830871582,5.06239652633667,5.905696868896484,4091.5669921875,2018.7905464451003,0.009160327725112438,0.013250011950731277,0.1287265625,2117.016360566883
Justine,approve,"Yes, approve",pitch_down,-470.95843505859375,69.96862030029297,114.99410247802734,43.839656829833984,-12.612095832824707,24.6727237701416,15.690048217773438,15.463685035705566,4.056480884552002,15.40527629852295,12.19593620300293,13.470789909362793,-6.396941184997559,18.199941635131836,-6.377932548522949,12.409126281738281,0.23821596801280975,8.967004776000977,2.282081127166748,9.843770027160645,5.725215435028076,12.358184814453125,0.12498794496059418,7.144643306732178,-4.045337677001953,7.551941394805908,3292.0822265625,1656.2273428764713,0.008753192611038685,0.01211604941636324,0.10054296875,1704.5110896424412
Justine,approve,"Yes, approve",time_stretch_fast,-467.51055908203125,77.91769409179688,114.00066375732422,43.37812423706055,-16.9506893157959,27.49641990661621,19.59531021118164,16.187602996826172,1.1843476295471191,12.239645004272461,12.112236976623535,15.835400581359863,-13.562084197998047,17.775358200073242,1.3670002222061157,10.709884643554688,2.6882429122924805,8.245965957641602,5.752347946166992,11.856966972351074,1.6863369941711426,8.846953392028809,-3.7805638313293457,7.600358486175537,1.3898543119430542,6.567867755889893,3707.9150390625,1828.4409103922446,0.00840254221111536,0.010303533636033535,0.10928664434523809,1922.3306353439045
Justine,approve,"Yes, approve",time_stretch_slow,-466.10467529296875,74.17353820800781,105.6092300415039,44.21464538574219,-10.953886985778809,24.660566329956055,14.497743606567383,15.970882415771484,5.809447288513184,12.598577499389648,6.983193874359131,15.992863655090332,-9.835472106933594,17.523469924926758,-1.7725269794464111,10.175451278686523,4.502675533294678,9.104235649108887,4.221862316131592,11.13539981842041,2.033679962158203,9.246434211730957,-4.622799873352051,7.822620868682861,1.368708610534668,6.913609027862549,3715.641495988176,1824.0372914173608,0.008574253879487514,0.012935154139995575,0.11078705658783784,1929.323114895112
Justine,approve,"Yes, approve",add_noise,-406.101318359375,63.956275939941406,75.66606140136719,45.96169662475586,2.880441188812256,21.509824752807617,7.200257301330566,14.495107650756836,10.188382148742676,11.137530326843262,4.767936706542969,13.454507827758789,-7.333557605743408,16.25935935974121,-2.3686318397521973,8.809611320495605,3.631164789199829,7.911799907684326,4.636859893798828,10.140461921691895,1.289671540260315,8.58151912689209,-2.438021659851074,6.860796928405762,0.9727927446365356,7.055185794830322,5972.44921875,2799.0449422159777,0.01289655826985836,0.018602751195430756,0.18614453125,2966.008227738616
Justine,approve,"Yes, approve",reverse,-432.8137512207031,73.82597351074219,105.39300537109375,46.00480651855469,-13.441227912902832,24.800491333007812,15.069570541381836,16.44956398010254,6.954577922821045,12.951093673706055,7.834534645080566,14.956128120422363,-9.19086742401123,15.973172187805176,-1.617745041847229,10.346226692199707,4.237117767333984,8.186296463012695,4.52747917175293,11.219900131225586,2.953296184539795,9.366436004638672,-4.181760311126709,7.6362528800964355,1.9231929779052734,7.646456718444824,3742.470703125,1892.7898672941524,0.013040087185800076,0.018644433468580246,0.11331640625,1958.6333532383317
